"","IncidentType","Category","FloorConditions","Weather","RiskAssessment","IncidentLocation","OccurredOnEmployerPremises","InjuredPartyType","EmplType","WasProtectiveClothingWorn","WasMechHandlingEquiUsed","LengthEmplCat","TotalDaysUnfitForWork","RiddorReportable","InjuredPartysAge","Brand","Months"
"2732","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",27,"Jewson","December"
"2733","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",59,"J.P. Corry Group Ltd","December"
"2734","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"N",26,"Graham","October"
"2735","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",23,"Graham","December"
"2736","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",32,"Jewson","January"
"2737","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",31,"Jewson","August"
"2738","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",25,"Bassetts","September"
"2739","First Aid Injury (TF3)","Struck by moving vehicle (not FLT)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",45,"Calders & Grandidge","April"
"2740","First Aid Injury (TF3)","Struck by moving vehicle (not FLT)","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","Y","2-3 Years",0,"N",53,"Jewson","September"
"2741","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offices/Showroom","Y","PermanentContractor(>10hrs/wk)","Counter Sales Staff","Y","N","10-20 Years",0,"N",47,"Jewson","August"
"2742","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","1-2 Years",0,"N",25,"Jewson","September"
"2743","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",53,"Calders & Grandidge","June"
"2744","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",24,"International Decorative Surfaces","October"
"2745","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","Y","2-3 Years",0,"N",23,"Jewson","November"
"2746","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",24,"Jewson","February"
"2747","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Temporary Worker/Agency","Counter Sales Staff","Y","N","3-6 Months",0,"N",26,"Bassetts","October"
"2748","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",24,"George Boyd","October"
"2749","First Aid Injury (TF3)","Struck against stationary object","Dry","Wind","Y","Warehouse","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",46,"Bassetts","November"
"2750","First Aid Injury (TF3)","Involving Forklift Truck (FLT)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","Y","1-2 Years",0,"N",25,"International Timber","March"
"2751","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Warehouse","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",29,"Graham","November"
"2752","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",44,"International Decorative Surfaces","March"
"2753","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Temporary Worker/Agency","Counter Sales Staff","Y","N","20+ Years",0,"N",56,"Calders & Grandidge","March"
"2754","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Warehouse","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",42,"Graham","February"
"2755","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","PermanentContractor(>10hrs/wk)","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",27,"Gibbs and Dandy Group","December"
"2756","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wind","Y","Stockyard","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",34,"Jewson","April"
"2757","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",29,"Graham","August"
"2758","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",26,"Normans","April"
"2759","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Temporary Worker/Agency","Counter Sales Staff","Y","N","10-20 Years",0,"N",61,"International Decorative Surfaces","January"
"2760","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",23,"Jewson","May"
"2761","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","3-5 Years",0,"N",51,"Jewson","April"
"2762","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",24,"Jewson","May"
"2763","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Warehouse","Y","Temporary Worker/Agency","Internal Sales Office Staff","Y","N","10-20 Years",0,"N",53,"Bassetts","May"
"2764","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",49,"Graham","December"
"2765","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",40,"Jewson","April"
"2766","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","N","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","20+ Years",0,"N",63,"Jewson","May"
"2767","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","N","N","5-10 Years",0,"N",32,"Jewson","May"
"2768","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","N","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","1-2 Years",0,"N",48,"International Decorative Surfaces","February"
"2769","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",29,"Jewson","February"
"2770","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","N","N","0-3 Months",0,"N",27,"Jewson","March"
"2771","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","1-2 Years",0,"N",48,"Jewson","October"
"2772","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","1-2 Years",0,"N",48,"Jewson","April"
"2773","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","N","N","3-6 Months",0,"N",25,"Normans","January"
"2774","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","MHE/Forklift Truck Operator","N","N","6-12 Months",0,"N",39,"Jewson","July"
"2775","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Internal Sales Office Staff","N","N","5-10 Years",0,"N",36,"Jewson","September"
"2776","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","6-12 Months",0,"N",26,"Ceramic Tile Distributors","February"
"2777","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Internal Sales Office Staff","N","N","10-20 Years",0,"N",59,"Graham","September"
"2778","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",39,"Ceramic Tile Distributors","June"
"2779","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","N","Warehouse","Y","Full-Time","Management Staff","Y","N","1-2 Years",0,"N",36,"Jewson","April"
"2780","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",51,"Jewson","December"
"2781","First Aid Injury (TF3)","Manual Handling","Dry","Wet/Cold","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",43,"Graham","March"
"2782","First Aid Injury (TF3)","Exposed to fire or heat","Dry","Dry/Cold","N","Warehouse","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",51,"Ceramic Tile Distributors","April"
"2783","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","N","N","10-20 Years",0,"N",44,"Jewson","July"
"2784","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","N","Warehouse","Y","Full-Time","Counter Sales Staff","N","N","3-5 Years",0,"N",45,"Jewson","May"
"2785","First Aid Injury (TF3)","Contact with moving machinery","Normal","Dry/Hot","Y","Offsite","N","Temporary Worker/Agency","HGV/LGV Driver","Y","Y","1-2 Years",0,"N",68,"Bassetts","December"
"2786","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"Y",51,"Normans","April"
"2787","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",51,"Graham","August"
"2788","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Part-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",25,"Jewson","January"
"2789","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","5-10 Years",0,"N",44,"Graham","January"
"2790","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","3-5 Years",0,"N",26,"Jewson","July"
"2791","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","N","N","5-10 Years",0,"N",59,"Jewson","January"
"2792","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","3-6 Months",0,"N",49,"Jewson","April"
"2793","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","N","N","0-3 Months",0,"N",49,"Jewson","March"
"2794","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","5-10 Years",0,"N",33,"International Decorative Surfaces","November"
"2795","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Counter Sales Staff","N","N","10-20 Years",0,"N",62,"Jewson","April"
"2796","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",47,"Jewson","April"
"2797","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",47,"Jewson","August"
"2798","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",47,"Jewson","August"
"2799","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",54,"Jewson","February"
"2800","First Aid Injury (TF3)","Struck by flying objects/debris","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",38,"Jewson","December"
"2801","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Machinery Operative","Y","N","10-20 Years",0,"N",41,"Gibbs and Dandy Group","August"
"2802","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","10-20 Years",0,"N",44,"Jewson","July"
"2803","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",41,"George Boyd","June"
"2804","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","N","Warehouse","Y","Full-Time","Management Staff","Y","N","1-2 Years",0,"N",50,"Jewson","April"
"2805","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","N","N","5-10 Years",0,"N",41,"Jewson","April"
"2806","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",52,"Jewson","January"
"2807","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Field Based Employee/Sales","Y","N","5-10 Years",0,"N",35,"Jewson","December"
"2808","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",58,"Jewson","November"
"2809","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","0-3 Months",0,"N",43,"Jewson","August"
"2810","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",56,"Normans","July"
"2811","First Aid Injury (TF3)","Struck against stationary object","Dry","Wet/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",36,"Jewson","June"
"2812","First Aid Injury (TF3)","Slipped, trip or fall (level)","Normal","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",52,"Jewson","February"
"2813","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Production/Processing","Y","Full-Time","Management Staff","N","N","1-2 Years",0,"N",60,"Chadwicks","November"
"2814","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",71,"Jewson","August"
"2815","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","Y","N","2-3 Years",0,"N",50,"Jewson","August"
"2816","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",62,"Jewson","September"
"2817","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",52,"Minster Insulation and Drylining","September"
"2818","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",56,"Jewson","December"
"2819","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",43,"Graham","August"
"2820","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",56,"Jewson","July"
"2821","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",56,"Gibbs and Dandy Group","June"
"2822","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",36,"Graham","September"
"2823","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",55,"Graham","April"
"2824","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","N","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","6-12 Months",0,"N",46,"Jewson","February"
"2825","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",48,"Jewson","December"
"2826","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Warehouse","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",35,"Jewson","May"
"2827","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","Y","1-2 Years",0,"N",64,"Jewson","July"
"2828","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",66,"Jewson","August"
"2829","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Hot","N","Stockyard","Y","Member Of Public","MHE/Forklift Truck Operator","N","N","10-20 Years",0,"N",31,"Jewson","July"
"2830","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","3-6 Months",0,"N",64,"Jewson","March"
